"gene_id","hl.dnCaf1","hl.GFP","gene_name","m6a.enrich","TPU.length","ARE.cts","tAI"
"ENSMUSG00000086256",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086257",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086258",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086259",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086260",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086261",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086262",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086263",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086264",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086265",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086266",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086267",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086268",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086269",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086272",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086273",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086275",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086277",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086278",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086279",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086282",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086283",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086284",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086286",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086287",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086288",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086289",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086290",3.83348497381611,4.57686609221671,NA,NA,NA,NA,NA
"ENSMUSG00000086291",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086293",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086296",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086297",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086298",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086302",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086306",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086308",NA,1.51337800533067,NA,NA,NA,NA,NA
"ENSMUSG00000086310",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086311",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086312",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086313",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086315",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086316",4.18468321346268,6.69017658254731,"Nbdy",-1.857379286,881,0,0.180421301
"ENSMUSG00000086319",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086320",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086321",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086322",NA,NA,"E130218I03Rik",0.103180933,1488,0,0.214063973
"ENSMUSG00000086324",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086326",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086327",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086328",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086329",NA,2.4580088936561,NA,NA,NA,NA,NA
"ENSMUSG00000086330",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086331",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086332",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086333",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086335",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086336",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086337",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086338",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086339",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086340",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086341",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086342",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086346",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086347",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086348",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086349",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086350",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086352",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086353",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086354",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086355",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086356",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086358",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086359",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086360",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086361",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086363",NA,3.19096801703278,NA,NA,NA,NA,NA
"ENSMUSG00000086364",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086365",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086366",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086367",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086368",NA,2.60601483560298,NA,NA,NA,NA,NA
"ENSMUSG00000086369",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086370",2.56348311848316,2.69623088644043,NA,NA,NA,NA,NA
"ENSMUSG00000086371",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086372",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086373",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086375",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086376",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086377",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086379",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086380",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086381",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086382",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086384",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086385",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086386",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086387",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086389",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086390",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086391",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086392",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086395",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086396",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086399",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086401",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086402",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086404",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086405",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086407",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086408",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086409",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086410",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086411",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086413",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086414",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086415",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086416",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086417",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086418",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086420",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086421",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086422",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086423",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086424",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086425",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086426",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086427",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086428",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086429",1.32385583620608,2.29584466223959,NA,NA,NA,NA,NA
"ENSMUSG00000086430",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086431",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086432",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086433",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086434",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086436",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086437",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086438",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086439",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086441",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086442",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086443",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086444",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086445",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086446",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086447",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086448",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086449",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086450",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086451",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086452",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086453",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086454",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086455",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086458",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086459",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086460",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086462",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086464",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086467",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086468",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086470",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086472",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086473",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086474",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086475",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086477",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086478",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086479",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086480",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086481",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086482",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086483",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086484",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086485",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086486",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086487",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086489",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086490",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086491",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086493",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086494",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086495",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086496",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086497",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086498",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086499",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086500",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086501",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086502",2.44307037929949,2.71581282673423,NA,NA,NA,NA,NA
"ENSMUSG00000086503",6.8511244750875,9.23031597577898,NA,NA,NA,NA,NA
"ENSMUSG00000086504",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086505",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086506",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086507",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086509",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086512",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086513",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086514",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086515",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086517",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086518",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086519",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086521",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086522",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086523",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086524",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086525",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086526",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086527",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086528",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086529",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086530",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086531",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086533",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086534",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086536",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086537",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086539",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086540",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086541",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086542",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086544",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086545",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086546",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086547",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086548",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086549",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086550",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086552",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086554",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086555",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086556",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086557",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086558",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086559",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086560",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086561",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086562",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086563",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086564",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086565",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086567",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086569",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086573",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086575",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086576",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086577",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086578",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086580",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086582",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086583",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086584",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086585",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086586",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086587",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086588",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086589",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086591",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086592",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086593",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086594",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086595",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086596",NA,NA,"Susd5",3.006292851,1818,4,0.204197558
"ENSMUSG00000086598",NA,NA,"Btbd18",3.830185402,589,0,0.19210363
"ENSMUSG00000086600",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086601",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086602",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086603",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086604",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086606",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086607",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086608",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086610",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086612",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086613",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086614",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086617",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086618",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086620",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086621",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086624",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086625",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086628",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086629",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086630",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086631",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086632",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086633",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086636",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086637",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086638",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086641",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086643",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086644",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086645",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086646",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086648",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086649",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086650",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086652",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086653",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086654",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086655",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086656",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086657",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086658",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086659",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086660",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086662",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086665",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086666",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086668",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086669",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086670",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086671",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086674",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086675",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086676",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086677",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086679",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086680",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086681",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086682",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086683",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086684",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086685",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086686",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086687",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086688",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086689",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086690",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086691",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086693",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086694",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086695",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086696",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086697",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086698",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086699",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086700",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086701",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086702",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086703",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086704",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086706",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086707",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086708",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086709",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086710",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086711",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086712",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086713",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086714",NA,2.43305018660527,NA,NA,NA,NA,NA
"ENSMUSG00000086715",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086716",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086717",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086718",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086719",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086720",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086721",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086722",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086724",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086725",NA,2.72185454623554,NA,NA,NA,NA,NA
"ENSMUSG00000086726",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086727",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086728",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086729",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086730",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086731",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086732",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086733",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086735",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086736",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086738",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086739",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086740",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086741",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086742",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086743",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086745",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086746",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086748",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086749",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086750",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086752",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086753",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086754",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086755",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086756",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086757",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086758",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086760",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086761",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086762",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086763",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086764",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086765",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086766",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086767",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086769",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086770",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086771",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086773",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086774",NA,NA,NA,NA,NA,NA,NA
