source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,intersection_query_percent,effective_domain_size,intersections
GO:CC,postsynapse,GO:0098794,FALSE,8.59E-10,9.066048288,715,142,23,16.1971831,27387,"ENSMUSG00000024608,ENSMUSG00000034902,ENSMUSG00000018411,ENSMUSG00000027438,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000032060,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000030172,ENSMUSG00000006435,ENSMUSG00000067629,ENSMUSG00000008668,ENSMUSG00000032890,ENSMUSG00000063063,ENSMUSG00000022770,ENSMUSG00000029614,ENSMUSG00000000915,ENSMUSG00000032399,ENSMUSG00000030000,ENSMUSG00000045128,ENSMUSG00000040952,ENSMUSG00000032479"
GO:CC,intracellular organelle,GO:0043229,FALSE,2.13E-09,8.671596399,15836,142,120,84.50704225,27387,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000021520,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000011589,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
GO:CC,organelle,GO:0043226,FALSE,2.84E-09,8.546486966,16129,142,121,85.21126761,27387,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000021520,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000011589,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
GO:CC,inner mitochondrial membrane protein complex,GO:0098800,TRUE,1.24E-07,6.907271639,150,142,11,7.746478873,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000067847,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632"
GO:CC,polysomal ribosome,GO:0042788,FALSE,1.30E-07,6.886762191,34,142,7,4.929577465,27387,"ENSMUSG00000037805,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000049517,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000045128"
GO:CC,small ribosomal subunit,GO:0015935,FALSE,1.73E-07,6.760900326,84,142,9,6.338028169,27387,"ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000003429,ENSMUSG00000067288,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040952"
GO:CC,mitochondrial protein-containing complex,GO:0098798,FALSE,1.97E-07,6.70489637,301,142,14,9.85915493,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000041881,ENSMUSG00000106918,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632"
GO:CC,intracellular non-membrane-bounded organelle,GO:0043232,FALSE,6.12E-07,6.213025005,6466,142,66,46.47887324,27387,"ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000047675,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000106918,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000067629,ENSMUSG00000008668,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000000915,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000033020,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000011589,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
GO:CC,non-membrane-bounded organelle,GO:0043228,FALSE,6.16E-07,6.210105078,6467,142,66,46.47887324,27387,"ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000047675,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000106918,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000067629,ENSMUSG00000008668,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000000915,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000033020,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000011589,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
GO:CC,polysome,GO:0005844,FALSE,1.35376E-06,5.868458824,73,142,8,5.633802817,27387,"ENSMUSG00000037805,ENSMUSG00000098274,ENSMUSG00000067288,ENSMUSG00000049517,ENSMUSG00000079435,ENSMUSG00000029614,ENSMUSG00000036698,ENSMUSG00000045128"
GO:CC,protein-containing complex,GO:0032991,FALSE,2.41951E-06,5.616273244,7322,142,70,49.29577465,27387,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000047675,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000037805,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000106918,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000008682,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000040952,ENSMUSG00000009073"
GO:CC,mitochondrion,GO:0005739,FALSE,1.64524E-05,4.78376993,1937,142,30,21.12676056,27387,"ENSMUSG00000024608,ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000032060,ENSMUSG00000060803,ENSMUSG00000062006,ENSMUSG00000021143,ENSMUSG00000041881,ENSMUSG00000106918,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000031818,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000021557,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000019066,ENSMUSG00000062691,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632,ENSMUSG00000036698,ENSMUSG00000077450"
GO:CC,cellular anatomical entity,GO:0110165,FALSE,5.1469E-05,4.288454559,22824,142,138,97.18309859,27387,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
GO:CC,mitochondrial respirasome,GO:0005746,FALSE,0.000141564,3.84904624,90,142,7,4.929577465,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000014294,ENSMUSG00000029632"
GO:CC,respiratory chain complex,GO:0098803,FALSE,0.000141564,3.84904624,90,142,7,4.929577465,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000014294,ENSMUSG00000029632"
GO:CC,respirasome,GO:0070469,FALSE,0.000253246,3.596457037,98,142,7,4.929577465,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000041881,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000014294,ENSMUSG00000029632"
GO:CC,intracellular membrane-bounded organelle,GO:0043231,FALSE,0.000378923,3.421449279,14482,142,103,72.53521127,27387,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000021520,ENSMUSG00000002580,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000049517,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000011589,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073"
GO:CC,actin cytoskeleton,GO:0015629,TRUE,0.000671054,3.17324251,499,142,13,9.154929577,27387,"ENSMUSG00000028447,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000020658,ENSMUSG00000037742,ENSMUSG00000030000,ENSMUSG00000009073"
GO:CC,cortical cytoskeleton,GO:0030863,FALSE,0.00070306,3.153007762,114,142,7,4.929577465,27387,"ENSMUSG00000038366,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000030172,ENSMUSG00000032890,ENSMUSG00000037742,ENSMUSG00000009073"
GO:CC,membrane-bounded organelle,GO:0043227,FALSE,0.001127712,2.947801969,14956,142,104,73.23943662,27387,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000021520,ENSMUSG00000002580,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000032060,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000049517,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000011589,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
GO:CC,membrane protein complex,GO:0098796,FALSE,0.001374888,2.861732676,1207,142,20,14.08450704,27387,"ENSMUSG00000021303,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000038717,ENSMUSG00000008036,ENSMUSG00000041881,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000031819,ENSMUSG00000063063,ENSMUSG00000022770,ENSMUSG00000003072,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632"
GO:CC,mitochondrial inner membrane,GO:0005743,FALSE,0.001582776,2.800580656,540,142,13,9.154929577,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000041881,ENSMUSG00000106918,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000067847,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632"
GO:CC,mitochondrial envelope,GO:0005740,FALSE,0.002290198,2.640127019,835,142,16,11.26760563,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000070493,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000041881,ENSMUSG00000106918,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000062691,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632"
GO:CC,mitochondrial membrane,GO:0031966,FALSE,0.003999427,2.398002199,775,142,15,10.56338028,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000041881,ENSMUSG00000106918,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000062691,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632"
GO:CC,organelle inner membrane,GO:0019866,FALSE,0.004443641,2.35226107,595,142,13,9.154929577,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000041881,ENSMUSG00000106918,ENSMUSG00000059734,ENSMUSG00000031818,ENSMUSG00000003072,ENSMUSG00000067847,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632"
GO:CC,cytochrome complex,GO:0070069,TRUE,0.017112371,1.766689824,40,142,4,2.816901408,27387,"ENSMUSG00000000088,ENSMUSG00000021520,ENSMUSG00000031818,ENSMUSG00000029632"
GO:CC,cell cortex,GO:0005938,FALSE,0.02163999,1.664742938,337,142,9,6.338028169,27387,"ENSMUSG00000038366,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000030172,ENSMUSG00000032890,ENSMUSG00000063063,ENSMUSG00000000915,ENSMUSG00000037742,ENSMUSG00000009073"
